Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1691175913,10,,Aggregated,7.400000,0.000000,110,180,230,300,570,1100,2300,2500,3800,3800,3800,1099,0,110.0,282.0058767606912,29.785934999999597,3837.1696110000075,56715.186533212014
1691175914,10,,Aggregated,7.500000,0.000000,110,180,230,300,560,1100,2300,2500,3800,3800,3800,1108,0,110.0,281.0632846037904,29.785934999999597,3837.1696110000075,56338.17418772563
1691175915,10,,Aggregated,7.300000,0.000000,110,180,230,300,560,1100,2300,2500,3800,3800,3800,1116,0,110.0,280.09389536738325,29.785934999999597,3837.1696110000075,56264.890681003584
1691175916,10,,Aggregated,7.300000,0.000000,110,180,230,290,560,1100,2300,2500,3800,3800,3800,1133,0,110.0,278.32415271050286,29.785934999999597,3837.1696110000075,56175.32480141218
1691175917,10,,Aggregated,7.300000,0.000000,110,180,230,290,560,1100,2300,2500,3800,3800,3800,1139,0,110.0,277.21953631957837,29.785934999999597,3837.1696110000075,56212.866549604914
1691175918,10,,Aggregated,7.900000,0.000000,110,180,230,290,550,1000,2300,2500,3800,3800,3800,1156,0,110.0,274.6847137569203,29.785934999999597,3837.1696110000075,56325.3615916955
1691175919,10,,Aggregated,8.300000,0.000000,110,180,230,290,550,1000,2300,2500,3800,3800,3800,1171,0,110.0,273.9351974551665,29.785934999999597,3837.1696110000075,56603.45175064048
1691175920,10,,Aggregated,8.900000,0.000000,110,180,230,290,550,1000,2300,2500,3800,3800,3800,1179,0,110.0,272.9423578575063,29.785934999999597,3837.1696110000075,56531.44698897371
1691175922,10,,Aggregated,9.800000,0.000000,110,180,230,290,560,1000,2200,2400,3800,3800,3800,1201,0,110.0,272.9611121723563,29.785934999999597,3837.1696110000075,56995.15820149875
1691175923,10,,Aggregated,9.400000,0.000000,110,180,230,300,560,1000,2200,2400,3800,3800,3800,1208,0,110.0,273.4930343096026,29.785934999999597,3837.1696110000075,57022.96109271523
1691175924,10,,Aggregated,10.100000,0.000000,110,180,230,300,560,1000,2200,2400,3800,3800,3800,1218,0,110.0,273.360546914614,29.785934999999597,3837.1696110000075,56862.83087027915
1691175925,10,,Aggregated,10.400000,0.000000,110,180,240,300,560,1000,2200,2400,3800,3800,3800,1224,0,110.0,272.89925459640517,29.785934999999597,3837.1696110000075,56719.00326797386
1691175926,10,,Aggregated,10.900000,0.000000,110,180,230,300,560,1000,2200,2400,3800,3800,3800,1230,0,110.0,272.3453621650406,29.785934999999597,3837.1696110000075,56928.30650406504
1691175927,10,,Aggregated,10.800000,0.000000,110,180,240,300,570,1000,2200,2400,3800,3800,3800,1246,0,110.0,274.41351492054577,29.785934999999597,3837.1696110000075,57275.901284109146
1691175929,10,,Aggregated,10.700000,0.000000,110,180,240,300,570,1000,2200,2400,3800,3800,3800,1257,0,110.0,274.3433886014321,29.785934999999597,3837.1696110000075,57213.828957836115
1691175930,10,,Aggregated,10.800000,0.000000,110,180,240,310,570,1000,2200,2400,3800,3800,3800,1270,0,110.0,274.27780636692927,29.785934999999597,3837.1696110000075,57646.15905511811
1691175931,10,,Aggregated,9.600000,0.000000,110,180,240,310,580,1000,2200,2400,3800,3800,3800,1277,0,110.0,274.63465224197347,29.785934999999597,3837.1696110000075,57454.16523101018
1691175932,10,,Aggregated,9.200000,0.000000,110,180,240,310,580,970,2200,2400,3800,3800,3800,1292,0,110.0,273.3907795549535,29.785934999999597,3837.1696110000075,57593.70356037152
1691175933,10,,Aggregated,9.500000,0.000000,110,180,240,310,580,970,2200,2400,3800,3800,3800,1299,0,110.0,272.9646131231716,29.785934999999597,3837.1696110000075,57699.334103156274
1691175935,10,,Aggregated,9.000000,0.000000,110,180,240,310,590,950,2200,2400,3800,3800,3800,1312,0,110.0,272.5765593483232,29.785934999999597,3837.1696110000075,57516.42682926829
1691175936,10,,Aggregated,9.000000,0.000000,110,180,240,310,590,940,2200,2400,3800,3800,3800,1331,0,110.0,271.2818378459804,29.785934999999597,3837.1696110000075,57629.54320060105
1691175937,10,,Aggregated,8.800000,0.000000,110,180,240,310,590,940,2200,2400,3800,3800,3800,1337,0,110.0,270.59684650860135,29.785934999999597,3837.1696110000075,57411.94091249065
1691175938,10,,Aggregated,8.800000,0.000000,110,180,240,300,580,940,2200,2400,3800,3800,3800,1351,0,110.0,268.82442263434496,29.785934999999597,3837.1696110000075,57613.81421169504
1691175939,10,,Aggregated,10.200000,0.000000,110,180,240,300,590,930,2200,2400,3800,3800,3800,1366,0,110.0,269.0690407393852,29.785934999999597,3837.1696110000075,57871.32796486091
1691175940,10,,Aggregated,9.600000,0.000000,110,180,240,310,590,940,2200,2400,3800,3800,3800,1371,0,110.0,270.5761736156091,29.785934999999597,3837.1696110000075,58184.419401896426
1691175941,10,,Aggregated,10.000000,0.000000,110,180,240,310,600,950,2200,2400,3800,3800,3800,1380,0,110.0,272.40908342318846,29.785934999999597,3837.1696110000075,58107.38333333333
1691175942,10,,Aggregated,10.200000,0.000000,110,180,240,310,600,940,2200,2400,3800,3800,3800,1402,0,110.0,270.82470381811703,29.785934999999597,3837.1696110000075,58142.683309557775
1691175943,10,,Aggregated,10.200000,0.000000,110,180,240,310,600,940,2200,2400,3800,3800,3800,1410,0,110.0,270.3217348652483,29.785934999999597,3837.1696110000075,57952.875177304966
1691175944,10,,Aggregated,9.700000,0.000000,110,180,240,310,600,940,2200,2400,3800,3800,3800,1418,0,110.0,269.1771843434415,29.785934999999597,3837.1696110000075,57893.87870239774
1691175945,10,,Aggregated,11.300000,0.000000,110,180,240,310,600,930,2200,2400,3800,3800,3800,1430,0,110.0,268.2774845146854,29.785934999999597,3837.1696110000075,58027.834265734266
1691175946,10,,Aggregated,11.000000,0.000000,110,180,240,310,600,930,2200,2400,3800,3800,3800,1446,0,110.0,268.1973895511757,29.785934999999597,3837.1696110000075,58129.08782849239
1691175947,10,,Aggregated,11.100000,0.000000,110,180,240,310,590,930,2000,2400,3800,3800,3800,1462,0,110.0,266.2255251087552,29.785934999999597,3837.1696110000075,58148.06224350205
1691175948,10,,Aggregated,10.000000,0.000000,110,170,230,300,590,930,2000,2400,3800,3800,3800,1477,0,110.0,264.31985393094124,29.785934999999597,3837.1696110000075,58260.30196343941
1691175950,10,,Aggregated,11.600000,0.000000,110,180,230,310,590,920,2000,2400,3800,3800,3800,1494,0,110.0,264.3015975528784,29.785934999999597,3837.1696110000075,58201.02945113788
1691175951,10,,Aggregated,12.200000,0.000000,110,170,230,300,590,910,2000,2400,3800,3800,3800,1501,0,110.0,263.6480544083945,29.785934999999597,3837.1696110000075,57968.096602265156
1691175952,10,,Aggregated,12.500000,0.000000,110,170,230,300,590,910,2000,2400,3800,3800,3800,1506,0,110.0,263.3017244521913,29.785934999999597,3837.1696110000075,57808.67795484728
1691175953,10,,Aggregated,12.300000,0.000000,110,170,230,300,590,910,2000,2400,3800,3800,3800,1513,0,110.0,262.62370548380716,29.785934999999597,3837.1696110000075,57569.726371447454
1691175954,10,,Aggregated,12.100000,0.000000,110,170,230,300,590,900,2000,2400,3800,3800,3800,1521,0,110.0,261.84096012820527,29.785934999999597,3837.1696110000075,57296.223537146616
