Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175847.0599449&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,77.81889400000352,77.81889400000352,77.81889400000352,77.81889400000352,77.0,0.0050082767057978,0.0,78,78,78,78,78,78,78,78,78,78,78
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175847.9507048&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,37.859668999999485,37.859668999999485,37.859668999999485,37.859668999999485,77.0,0.0050082767057978,0.0,38,38,38,38,38,38,38,38,38,38,38
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175849.2539258&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,32.36988900000881,32.36988900000881,32.36988900000881,32.36988900000881,77.0,0.0050082767057978,0.0,32,32,32,32,32,32,32,32,32,32,32
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175849.685432&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,41.28947799999594,41.28947799999594,41.28947799999594,41.28947799999594,77.0,0.0050082767057978,0.0,41,41,41,41,41,41,41,41,41,41,41
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175850.4825442&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,45.13287700000035,45.13287700000035,45.13287700000035,45.13287700000035,77.0,0.0050082767057978,0.0,45,45,45,45,45,45,45,45,45,45,45
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175850.977039&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,32.343018999995365,32.343018999995365,32.343018999995365,32.343018999995365,77.0,0.0050082767057978,0.0,32,32,32,32,32,32,32,32,32,32,32
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175851.0637429&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,97.08892299998695,97.08892299998695,97.08892299998695,97.08892299998695,77.0,0.0050082767057978,0.0,97,97,97,97,97,97,97,97,97,97,97
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175854.801188&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,697.5971349999952,697.5971349999952,697.5971349999952,697.5971349999952,77.0,0.0050082767057978,0.0,700,700,700,700,700,700,700,700,700,700,700
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175856.7151868&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,272.34688100000426,272.34688100000426,272.34688100000426,272.34688100000426,77.0,0.0050082767057978,0.0,270,270,270,270,270,270,270,270,270,270,270
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175856.769757&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,102.92253499999049,102.92253499999049,102.92253499999049,102.92253499999049,77.0,0.0050082767057978,0.0,100,100,100,100,100,100,100,100,100,100,100
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175857.9842901&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,36.89459699999986,36.89459699999986,36.89459699999986,36.89459699999986,77.0,0.0050082767057978,0.0,37,37,37,37,37,37,37,37,37,37,37
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175859.020745&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,54.097877999993216,54.097877999993216,54.097877999993216,54.097877999993216,77.0,0.0050082767057978,0.0,54,54,54,54,54,54,54,54,54,54,54
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175859.315881&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,240.71731899999804,240.71731899999804,240.71731899999804,240.71731899999804,77.0,0.0050082767057978,0.0,240,240,240,240,240,240,240,240,240,240,240
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175861.904008&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,1953.4177729999983,1953.4177729999983,1953.4177729999983,1953.4177729999983,77.0,0.0050082767057978,0.0,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175864.21841&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,50.11425700000416,50.11425700000416,50.11425700000416,50.11425700000416,77.0,0.0050082767057978,0.0,50,50,50,50,50,50,50,50,50,50,50
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175866.513649&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,2363.7061529999955,2363.7061529999955,2363.7061529999955,2363.7061529999955,77.0,0.0050082767057978,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175866.51728&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,2357.7060360000105,2357.7060360000105,2357.7060360000105,2357.7060360000105,77.0,0.0050082767057978,0.0,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175868.6560361&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,241.01995499999873,241.01995499999873,241.01995499999873,241.01995499999873,77.0,0.0050082767057978,0.0,240,240,240,240,240,240,240,240,240,240,240
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175877.006098&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,61.46999000000619,61.46999000000619,61.46999000000619,61.46999000000619,77.0,0.0050082767057978,0.0,61,61,61,61,61,61,61,61,61,61,61
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175877.169981&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,51.79212499999153,51.79212499999153,51.79212499999153,51.79212499999153,77.0,0.0050082767057978,0.0,52,52,52,52,52,52,52,52,52,52,52
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175877.474974&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,105.80106499999431,105.80106499999431,105.80106499999431,105.80106499999431,77.0,0.0050082767057978,0.0,110,110,110,110,110,110,110,110,110,110,110
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175877.67568&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,2279.939273000011,2279.939273000011,2279.939273000011,2279.939273000011,77.0,0.0050082767057978,0.0,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300,2300
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175882.6670358&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,1938.8027159999979,1938.8027159999979,1938.8027159999979,1938.8027159999979,77.0,0.0050082767057978,0.0,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175884.5921721&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,52.4140689999939,52.4140689999939,52.4140689999939,52.4140689999939,77.0,0.0050082767057978,0.0,52,52,52,52,52,52,52,52,52,52,52
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175888.7640162&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,289.6107700000101,289.6107700000101,289.6107700000101,289.6107700000101,77.0,0.0050082767057978,0.0,290,290,290,290,290,290,290,290,290,290,290
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175888.766672&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,285.51046199999064,285.51046199999064,285.51046199999064,285.51046199999064,77.0,0.0050082767057978,0.0,290,290,290,290,290,290,290,290,290,290,290
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175888.767891&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,285.0392779999993,285.0392779999993,285.0392779999993,285.0392779999993,77.0,0.0050082767057978,0.0,290,290,290,290,290,290,290,290,290,290,290
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175888.947638&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,106.95675899999912,106.95675899999912,106.95675899999912,106.95675899999912,77.0,0.0050082767057978,0.0,110,110,110,110,110,110,110,110,110,110,110
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175891.227585&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,74.8155399999888,74.8155399999888,74.8155399999888,74.8155399999888,77.0,0.0050082767057978,0.0,75,75,75,75,75,75,75,75,75,75,75
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175893.7557828&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,1132.7783299999937,1132.7783299999937,1132.7783299999937,1132.7783299999937,77.0,0.0050082767057978,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175893.7642822&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,1124.8747429999923,1124.8747429999923,1124.8747429999923,1124.8747429999923,77.0,0.0050082767057978,0.0,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,1100
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175893.94528&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,944.3268039999992,944.3268039999992,944.3268039999992,944.3268039999992,77.0,0.0050082767057978,0.0,940,940,940,940,940,940,940,940,940,940,940
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175897.332408&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,33.79309000000319,33.79309000000319,33.79309000000319,33.79309000000319,77.0,0.0050082767057978,0.0,34,34,34,34,34,34,34,34,34,34,34
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175901.444036&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,99.91577899999982,99.91577899999982,99.91577899999982,99.91577899999982,77.0,0.0050082767057978,0.0,100,100,100,100,100,100,100,100,100,100,100
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175901.7362628&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,33.326891000001524,33.326891000001524,33.326891000001524,33.326891000001524,77.0,0.0050082767057978,0.0,33,33,33,33,33,33,33,33,33,33,33
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175906.1182761&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,74.54263799999694,74.54263799999694,74.54263799999694,74.54263799999694,77.0,0.0050082767057978,0.0,75,75,75,75,75,75,75,75,75,75,75
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175906.119721&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,43.83532499998921,43.83532499998921,43.83532499998921,43.83532499998921,77.0,0.0050082767057978,0.0,44,44,44,44,44,44,44,44,44,44,44
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175906.79885&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,66.71635799999365,66.71635799999365,66.71635799999365,66.71635799999365,77.0,0.0050082767057978,0.0,67,67,67,67,67,67,67,67,67,67,67
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175908.287789&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,180.73697400001265,180.73697400001265,180.73697400001265,180.73697400001265,77.0,0.0050082767057978,0.0,180,180,180,180,180,180,180,180,180,180,180
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175911.9054852&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,38.679078000001255,38.679078000001255,38.679078000001255,38.679078000001255,77.0,0.0050082767057978,0.0,39,39,39,39,39,39,39,39,39,39,39
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175913.1929028&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,84.07062099999507,84.07062099999507,84.07062099999507,84.07062099999507,77.0,0.0050082767057978,0.0,84,84,84,84,84,84,84,84,84,84,84
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175913.963834&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,36.14005200000747,36.14005200000747,36.14005200000747,36.14005200000747,77.0,0.0050082767057978,0.0,36,36,36,36,36,36,36,36,36,36,36
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175916.8311749&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,39.516568000010466,39.516568000010466,39.516568000010466,39.516568000010466,77.0,0.0050082767057978,0.0,40,40,40,40,40,40,40,40,40,40,40
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175920.15552&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,104.34494300000097,104.34494300000097,104.34494300000097,104.34494300000097,77.0,0.0050082767057978,0.0,100,100,100,100,100,100,100,100,100,100,100
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175922.840818&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,202.68031800000585,202.68031800000585,202.68031800000585,202.68031800000585,77.0,0.0050082767057978,0.0,200,200,200,200,200,200,200,200,200,200,200
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175925.272861&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,125.93787999998085,125.93787999998085,125.93787999998085,125.93787999998085,77.0,0.0050082767057978,0.0,130,130,130,130,130,130,130,130,130,130,130
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175926.575285&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,263.7784169999975,263.7784169999975,263.7784169999975,263.7784169999975,77.0,0.0050082767057978,0.0,260,260,260,260,260,260,260,260,260,260,260
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175929.6701481&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,131.65457799999558,131.65457799999558,131.65457799999558,131.65457799999558,77.0,0.0050082767057978,0.0,130,130,130,130,130,130,130,130,130,130,130
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175931.840595&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,34.528084000015724,34.528084000015724,34.528084000015724,34.528084000015724,77.0,0.0050082767057978,0.0,35,35,35,35,35,35,35,35,35,35,35
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175933.176834&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,105.5259460000002,105.5259460000002,105.5259460000002,105.5259460000002,77.0,0.0050082767057978,0.0,110,110,110,110,110,110,110,110,110,110,110
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175933.276406&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,86.19333599997958,86.19333599997958,86.19333599997958,86.19333599997958,77.0,0.0050082767057978,0.0,86,86,86,86,86,86,86,86,86,86,86
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175934.298283&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,45.93871599999488,45.93871599999488,45.93871599999488,45.93871599999488,77.0,0.0050082767057978,0.0,46,46,46,46,46,46,46,46,46,46,46
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175936.2979488&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,43.25706099999138,43.25706099999138,43.25706099999138,43.25706099999138,77.0,0.0050082767057978,0.0,43,43,43,43,43,43,43,43,43,43,43
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175937.8234408&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,35.01658000001839,35.01658000001839,35.01658000001839,35.01658000001839,77.0,0.0050082767057978,0.0,35,35,35,35,35,35,35,35,35,35,35
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175941.202015&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,771.3032540000029,771.3032540000029,771.3032540000029,771.3032540000029,77.0,0.0050082767057978,0.0,770,770,770,770,770,770,770,770,770,770,770
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175943.5157912&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,106.23396799999796,106.23396799999796,106.23396799999796,106.23396799999796,77.0,0.0050082767057978,0.0,110,110,110,110,110,110,110,110,110,110,110
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175950.611263&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,79.70332599998642,79.70332599998642,79.70332599998642,79.70332599998642,77.0,0.0050082767057978,0.0,80,80,80,80,80,80,80,80,80,80,80
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175950.994716&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,70.50108499998942,70.50108499998942,70.50108499998942,70.50108499998942,77.0,0.0050082767057978,0.0,71,71,71,71,71,71,71,71,71,71,71
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175951.52704&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,160.77020299999845,160.77020299999845,160.77020299999845,160.77020299999845,77.0,0.0050082767057978,0.0,160,160,160,160,160,160,160,160,160,160,160
POST,/api.php?__call=playlist.create&share=true&contents=~~pQHQxGEl~&listname=1691175951.609214&app_version=9.4.0&device_type=iPhone_XR&_format=json&ctx=iphoneapp&_marker=false&v=947&cc=in&network_type=WIFI&tz=asia/kolkata&network_subtype=WIFI&network_operator=jio&is_jio_user=false&api_version=4,1,0,77.85626300000104,77.85626300000104,77.85626300000104,77.85626300000104,77.0,0.0050082767057978,0.0,78,78,78,78,78,78,78,78,78,78,78
